IU.CCM 301 1 1 1 1 1 43.3 0
IU.WCI 138 1 1 1 1 1 22.8 0
IU.WVT 258 1 1 1 1 1 38.3 0
NM.BLO 139 1 1 1 1 1 23.0 0
NM.FVM 233 1 1 1 1 1 35.0 0
NM.PBMO 295 1 1 1 1 0 42.6 0
NM.PVMO 280 1 1 1 1 0 40.9 0
NM.SIUC 147 0 0 0 0 0 24.2 0
NM.SLM 210 1 1 1 1 1 32.2 0
NM.UTMT 252 1 1 1 0 0 37.5 0
